id,a2z,name
1814,h,Hydrocele
1815,h,Hydrocephalus
1816,h,Hydrocephalus In Children
1817,h,Hydronephrosis
1818,h,Hydrophobia
1819,h,Hydrops fetalis
1820,h,Hydrosyringomyelia
1821,h,Hydroxyapatite Crystal Disease
1822,h,Hymenolepiasis
1823,h,Hyper IgE Syndrome
1824,h,Hyper-IgD Syndrome
1825,h,Hyperactive Sexual Desire Disorder
1826,h,Hyperadrenalism
1827,h,Hyperaldosteronism
1828,h,Hyperammonemia
1829,h,Hyperandrogenism
1830,h,Hyperbilirubinemia
1831,h,Hypercalcaemia
1832,h,Hypercholesterolemia
1833,h,Hyperchylomicronemia
1834,h,Hypercortisolism
1835,h,Hyperemesis Gravidarum
1836,h,Hypereosinophilic Syndrome
1837,h,Hyperexplexia
1838,h,Hyperglycemia
1839,h,Hyperglycemic Hyperosmolar Nonketotic Syndrome
1840,h,Hyperglycinemia (Nonketotic)
1841,h,Hyperhidrosis
1842,h,Hyperhomocysteinemia
1843,h,Hyperinsulinemia
1844,h,Hyperkalemia
1845,h,Hyperkalemic Periodic Paralysis
1846,h,Hyperkalemic Renal Tubular Acidosis
1847,h,Hyperlexia
1848,h,Hyperlipidemia
1849,h,Hypermagnesemia
1850,h,Hypermenorrhea
1851,h,Hypermobility Syndrome
1852,h,Hypernatremia
1853,h,Hyperopia
1854,h,Hyperoxaluria
1855,h,Hyperparathyroidism
1856,h,"Hyperpigmentation, Post-Inflammatory"
1857,h,Hyperpituitarism
1858,h,Hyperprolactinaemia
1859,h,Hyperprolinemia
1860,h,Hyperreflexia
1861,h,Hypersexuality
1862,h,Hypersomnia
1863,h,hypertension
1864,h,"Hypertension, Pregnancy-Related"
1865,h,Hypertensive Heart Disease
1866,h,Hypertensive Retinopathy
1867,h,Hyperthermia
1868,h,Hyperthyroidism
1869,h,Hypertrichosis
1870,h,Hypertrophic Cardiomyopathy
1871,h,Hypertropia
1872,h,Hyperventilation
1873,h,Hyper_Igm_Syndrome
1874,h,Hyphema
1875,h,Hypoadrenalism
1876,h,Hypoaldosteronism
1877,h,hypocalcemia
1878,h,Hypochondria
1879,h,Hypochondrias
1880,h,Hypochondrogenesis
1881,h,Hypochondroplasia
1882,h,Hypocortisolism
1883,h,Hypogeusia
1884,h,hypoglycemia
1885,h,hypogonadism
1886,h,Hypohidrosis
1887,h,Hypohidrotic ectodermal dysplasia
1888,h,Hypohydration
1889,h,Hypokalemia
1890,h,Hypokalemic periodic paralysis
1891,h,hypokalemic sensory overstimulation
1892,h,Hypolipoproteinemia
1893,h,Hyponatremia
1894,h,hypoparathyroidism
1895,h,Hypophosphatasia
1896,h,Hypophosphatasia
1897,h,"Hypopigmentation, Post-Inflammatory"
1898,h,Hypopituitarism
1899,h,Hypoplastic left heart syndrome
1900,h,Hypoprothrombinaemia
1901,h,Hyposmia
1902,h,Hypospadias
1903,h,Hyposplenism
1904,h,Hypotension
1905,h,Hypothalamic Dysfunction
1906,h,Hypothalamic hamartoblastoma syndrome
1907,h,Hypothermia
1908,h,Hypothryoidism In Children
1909,h,hypothyroidism
1910,h,Hypotrichosis
1911,h,Hypotropia
1912,h,Hypoxia
1913,h,Hysteria
1914,i,ICF Syndrome
1915,i,Ichthyophobia
1916,i,Ichthyosis Vulgaris
1917,i,Icterus
1918,i,Icu Psychosis
1919,i,Idiopathic Acute Eosinophilic Pneumonia
1920,i,Idiopathic Adolescent Scoliosis
1921,i,Idiopathic pulmonary fibrosis
1922,i,Idiopathic pulmonary haemosiderosis
1923,i,Idiopathic thrombocytopenic purpura
1924,i,IgA deficiency
1925,i,Ileitis
1926,i,Iliotibial Band Friction Syndrome
1927,i,Iliotibial band Syndrome
1928,i,Illum syndrome
1929,i,Impacted Wisdom Tooth
1930,i,Impaired Glucose Tolerance
1931,i,Imperforate anus
1932,i,Imperforate Hymen
1933,i,Impetigo
1934,i,Impingement Syndrome
1935,i,Impossible syndrome
1936,i,Impotence
1937,i,Inborn branched chain aminoaciduria
1938,i,Inborn errors of metabolism
1939,i,Inclusion Body Myositis
1940,i,Inclusion conjunctivitis
1941,i,"Incontinence, Urinary"
1942,i,Incontinentia Pigmenti
1943,i,Indigestion
1944,i,Infant respiratory distress syndrome
1945,i,Infantile Paralysis
1946,i,Infantile spasms
1947,i,Infantile spinal muscular atrophy
1948,i,Infectious arthritis
1949,i,Infective endocarditis
1950,i,Infertility
1951,i,Inflammatory Bowel Disease
1952,i,Inflammatory breast cancer
1953,i,Influenza
1954,i,Ingrown Toenail
1955,i,Inguinal hernia
1956,i,Inguinal Hernia
1957,i,Insomnia
1958,i,Insulin Resistance
1959,i,Insulinoma
1960,i,Intercostal Neuralgia
1961,i,Intermitten Claudication
1962,i,Intermittent Explosive Disorder
1963,i,INTERNAL BLEEDING
1964,i,Interstitial cystitis
1965,i,Interstitial Lung Disease
1966,i,Intertrigo
1967,i,Intestinal Adhesions
1968,i,Intestinal Flu
1969,i,Intestinal Ischemia
1970,i,Intestinal Lipodystrophy
1971,i,Intestinal Obstruction
1972,i,Intestinal Pseudo Obstruction
1973,i,Intestinal pseudo-obstruction
1974,i,Intracranial Hematoma
1975,i,Intracranial Hypotension
1976,i,Intraductal Carcinoma
1977,i,Intraocular Lymphoma
1978,i,Intraocular Melanoma
1979,i,Intratuterine Growth Retardation
1980,i,Intrauterine Dwarfism
1981,i,Intussusception
1982,i,Invasive Lobular Carcinoma
1983,i,Iodine Deficiency
1984,i,Iridocorneal Endothelial Syndrome
1985,i,Iridocyclitis
1986,i,Iritis
1987,i,Iron Deficiency
1988,i,Iron Deficiency Anemia
1989,i,Iron Overload
1990,i,Iron Poisoning
1991,i,Irregular Heartbeat
1992,i,Irritable Bladder
1993,i,Irritable Bowel Syndrome
1994,i,Isaac's Syndrome
1995,i,Ischemic Colitis
1996,i,Itchy Skin
1997,i,IV Infection
1998,i,Ivy Poison
1999,j,Jackson-Weiss syndrome
2000,j,Jacobsen Syndrome
2001,j,Japanese Encephalitis
2002,j,Japanese Encephalitis
2003,j,Jarcho-Levin Syndrome
2004,j,Jaundice
2005,j,Jaundice In Children
2006,j,Jejunal Atresia
2007,j,Jervell and Lange-Nielsen Syndrome
2008,j,Job syndrome
2009,j,Jock Itch
2010,j,Johnson Munson Syndrome
2011,j,Joseph Disease
2012,j,Joubert Syndrome
2013,j,Jumping Frenchmen of Maine
2014,j,Juvenile Dermatomyositis
2015,j,Juvenile Myoclonic Epilepsy
2016,j,Juvenile Plantar Dermatosis
2017,j,Juvenile Rheumatoid Arthritis
2018,j,Juvenile-Onset Schizophrenia
2019,k,Kabuki Syndrome
2020,k,Kallman Syndrome with Spastic Paraplegia
2021,k,Kaolin Pneumoconiosis
2022,k,Kaposi Sarcoma
2023,k,Karsch Neugebauer syndrome
2024,k,Kartagener Syndrome
2025,k,Kaufman Oculocerebrofacial syndrome
2026,k,Kawasaki Syndrome
2027,k,Kearns-Sayre Syndrome
2028,k,Keloids
2029,k,Kennedy Disease
2030,k,Keratitis
2031,k,Keratoacanthoma
2032,k,Keratoconjunctivitis Sicca
2033,k,Keratoconus
2034,k,"Keratolysis, Pitted"
2035,k,Keratosis
2036,k,Keratosis Pilaris
2037,k,"Keratosis,seborrheic"
2038,k,Kerion
2039,k,Kernicterus
2040,k,Ketotic Glycinemia
2041,k,Kidney Cancer
2042,k,Kidney Failure
2043,k,"Kidney Failure, Acute"
2044,k,Kidney Infection
2045,k,Kidney Stones
2046,k,Kikuchi Disease
2047,k,King-Denborough syndrome
2048,k,Kissing Disease
2049,k,Kleine Levin Syndrome
2050,k,Kleptomania
2051,k,Klinefelter's Syndrome
2052,k,Klippel Trenaunay Weber Syndrome
2053,k,Klippel-Feil syndrome
2054,k,Klumpke Paralysis
2055,k,Kluver Bucy Syndrome
2056,k,Kluver-Bucy syndrome
2057,k,Kniest Dysplasia
2058,k,Kocher-DebrΘ-SemΘlaigne syndrome
2059,k,Kohler Disease
2060,k,Korsakoff's Syndrome
2061,k,Kostmann Syndrome
2062,k,Krabbe leukodystrophy
2063,k,Krause-Kivlin syndrome
2064,k,krukenberg Tumor
2065,k,Kugelberg Welander Disease
2066,k,Kuru
2067,k,Kuskokwim disease
2068,k,Kwashiorkor
2069,k,Kyasanur Forest Disease
2070,k,Kyphosis
2071,l,Labrador Lung
2072,l,Labyrinthitis
2073,l,Lactase Deficiency
2074,l,Lactation Mastitis
2075,l,Lactic Acidosis
2076,l,Lactose Intolerance
2077,l,Lafora Disease
2078,l,Lambert-Eaton Myasthenic Syndrome
2079,l,Lamellar Ichthyosis
2080,l,Landau-Kleffner syndrome
2081,l,Landouzy-Dejerine Muscular Dystrophy
2082,l,Langer-Giedion syndrome
2083,l,Langerhans cell histiocytosis
2084,l,Laparoschisis
2085,l,Laron-type dwarfism
2086,l,Larsen Syndrome
2087,l,LARYNGEAL CANCER
2088,l,Laryngeal Carcinoma
2089,l,Laryngeal Papillomatosis
2090,l,Laryngitis
2091,l,Laryngocele
2092,l,Laryngomalacia
2093,l,Larynx Cancer
2094,l,Lassa Fever
2095,l,Latent Tuberculosis
2096,l,Lateral Epicondylitis
2097,l,Latex Allergies
2098,l,Lattice Dystrophy
2099,l,Laurence-Moon-Bardet-Biedl syndrome
2100,l,Lazy Eye
2101,l,LCHAD deficiency
2102,l,Lead Poisoning
2103,l,Leber Optic Atrophy
2104,l,Leber's Congenital Amaurosis
2105,l,Leber's Disease
2106,l,Leber's Hereditary Optic Neuropathy
2107,l,Leber's Optic Neuropathy
2108,l,Leber's Optic Neuropathy
2109,l,Lecithin cholesterol acyltransferase deficiency
2110,l,Ledderhose disease
2111,l,Left Heart Failure
2112,l,Leg Cramps
2113,l,Legg-Calv+¼-Perthes syndrome
2114,l,Legionellosis
2115,l,Legionnaires `Disease
2116,l,Leigh disease
2117,l,Leiomyoma
2118,l,Leiomyosarcoma
2119,l,leishmaniasis
2120,l,Lemierre's syndrome
2121,l,Lennox-Gastaut syndrome
2122,l,Lentigo Simplex
2123,l,"Lentigo, Solar"
2124,l,Leprechaunism
2125,l,leprosy
2126,l,Leptospirosis
2127,l,Lesch-Nyhan syndrome
2128,l,Letterer-Siwe disease
2129,l,Leucinosis
2130,l,Leukemia
2131,l,"Leukemia, B-Cell, chronic"
2132,l,"Leukemia, Myeloid"
2133,l,Leukemia-Tcell-Chronic
2134,l,Leukocyte adhesion deficiency syndrome
2135,l,Leukodystrophy
2136,l,"leukodystrophy, Globoid cell"
2137,l,"leukodystrophy, metachromatic"
2138,l,Leukomalacia
2139,l,Leukoplakia
2140,l,Levator syndrome
2141,l,Lewy Body Dementia
2142,l,Lewy Body Disease
2143,l,LGCR
2144,l,Li-Fraumeni syndrome
2145,l,Lice
2146,l,Lichen Nitidus
2147,l,Lichen planus
2148,l,"Lichen Planus, Oral"
2149,l,Lichen Sclerosis
2150,l,Lichen Simplex Chronicus
2151,l,Lichen spinulosus
2152,l,Liddle syndrome
2153,l,Ligament Sprain
2154,l,Limb-girdle muscular dystrophy
2155,l,Lip Cancer
2156,l,Lipodystrophy
2157,l,Lipoid congenital adrenal hyperplasia
2158,l,Lipoma
2159,l,Liposarcoma
2160,l,Lissencephaly
2161,l,Lissencephaly Syndrome Type 1
2162,l,Listeria Infection
2163,l,Listeriosis
2164,l,"Lithiasis, Renal"
2165,l,Liticaphobia
2166,l,Liver Abscess
2167,l,Liver Cancer
2168,l,Liver cirrhosis
2169,l,Liver neoplasms
2170,l,Liver Spots
2171,l,Lobster hand
2172,l,Locked-In syndrome
2173,l,Lockjaw
2174,l,Locomotor Ataxia
2175,l,Loeys-Dietz Syndrome
2176,l,Loiasis
2177,l,Loin pain hematuria syndrome
2178,l,Long QT syndrome
2179,l,Long QT syndrome type 1
2180,l,Long QT syndrome type 2
2181,l,Long QT syndrome type 3
2182,l,Lordosis
2183,l,Lou Gehrig's Disease (ALS)
2184,l,Louis Bar Syndrome
2185,l,Louping Ill
2186,l,Low Blood Sugar
2187,l,Low Sex Drive in Women
2188,l,Lowe syndrome
2189,l,Lower Back Pain
2190,l,LSA
2191,l,Lues Congenita or Syphilis
2192,l,Luiphobia
2193,l,Lumbago
2194,l,lung Abscess
2195,l,Lung Cancer
2196,l,Lung Collapse
2197,l,Lung Neoplasm
2198,l,Lupus
2199,l,Lupus Anticoagulant
2200,l,Lupus Erythematosus
2201,l,Lupus Nephritis
2202,l,Lutz-Lewandowsky Epidermodysplasia Verruciformis
2203,l,Lyell's Syndrome
2204,l,Lygophobia
2205,l,Lyme Disease
2206,l,Lymphadenitis
2207,l,Lymphadenopathy
2208,l,Lymphangiectasia
2209,l,Lymphangioleiomyomatosis
2210,l,Lymphangiomas
2211,l,Lymphatic Filariasis
2212,l,Lymphedema
2213,l,Lymphedema Choriomeningitis
2214,l,Lymphedema Distichiasis
2215,l,Lymphoblastic Lymphoma
2216,l,Lymphocytic Colitis
2217,l,Lymphogranuloma Venereum
2218,l,Lymphogranuloma Venereum
2219,l,Lymphogranuloma Venereum (LGV)
2220,l,Lymphoma
2221,l,"Lymphoma, Large-Cell"
2222,l,"Lymphoma, Large-Cell, Immunoblastic"
2223,l,"Lymphoma, Small Cleaved-Cell, Diffuse"
2224,l,"Lymphoma, Small Cleaved-Cell, Follicular"
2225,l,Lymphomas In Childhood
2226,l,Lymphomatoid Granulomatosis
2227,l,Lymphosarcoma
2228,l,Lynch Syndrome
2229,l,Lysinuric Protein Intolerance
2230,l,Lysosomal Alpha-D-Mannosidase Deficiency
2231,l,Lysosomal Disorder
2232,l,Lyssavirus
2233,m,Mac Ardle Disease
2234,m,Machado-Joseph Disease
2235,m,Macroglobulinemia
2236,m,Macroglossia Dominant
2237,m,Macular Degeneration
2238,m,Macular Degeneration Juvenile
2239,m,"Macular Degeneration, Age-Related"
2240,m,"Macular Degeneration, Polymorphic"
2241,m,Macular Hole
2242,m,Mad Cow Disease
2243,m,Maffucci Syndrome
2244,m,Magnesium Deficiency
2245,m,Mal De Debarquement
2246,m,Malabsorption
2247,m,Malakoplakia
2248,m,Malaria
2249,m,Male Breast Cancer
2250,m,Male Hypogonadism
2251,m,Male Menopause
2252,m,Male Pseudohermaphroditism Due to 17-Beta-Hydroxysteroid Dehydrogenase Deficiency
2253,m,Malignant Fibrous Histiocytoma
2254,m,Malignant Hyperthermia
2255,m,Mallory-Weiss Syndrome
2256,m,Malonic Aciduria
2257,m,Malonyl-CoA Decarboxylase Deficiency
2258,m,Malouf Syndrom
2259,m,Malta Fever
2260,m,Malveolar Echinococcosis
2261,m,Mammary Duct Ectasia
2262,m,"Manic Depression, Bipolar"
2263,m,Mannosidosis
2264,m,Mansonelliasis
2265,m,Mantle Cell Lymphoma
2266,m,Map-Dot-Fingerprint Dystrophy
2267,m,Maple Syrup Urine Disease
2268,m,Marburg Fever
2269,m,Marchiafava Bignami Disease
2270,m,Marcus Gunn Phenomenon
2271,m,Marek Disease
2272,m,Marfan Syndrome
2273,m,Marinesco-Sjogren Syndrome
2274,m,Maroteaux-Lamy Syndrome
2275,m,Marshall Syndrome
2276,m,Marshall-Smith Syndrome
2277,m,Martin Bell Syndrome
2278,m,Masculinisation
2279,m,Mast Cell disease
2280,m,Mastalgia
2281,m,Mastitis
2282,m,Mastocytosis
2283,m,Mastocytosis
2284,m,Mastoiditis
2285,m,MAT Deficiency
2286,m,Maternal Death
2287,m,Maturity Onset Diabetes of The Young
2288,m,MΘniΦre's disease
2289,m,McArdle disease
2290,m,McCune-Albright Syndrome
2291,m,Measles
2292,m,Meckel syndrome
2293,m,Medial Tibial Stress Syndrome
2294,m,Mediastinal fibrosis
2295,m,Mediterranean Anemia
2296,m,Mediterranean fever
2297,m,Medium-chain Acyl-CoA dehydrogenase deficiency
2298,m,Medullary cystic disease
2299,m,Medulloblastoma
2300,m,Mega-epiphyseal dwarfism
2301,m,Megacolon
2302,m,Megalencephaly
2303,m,Megaloblastic anemia
2304,m,Meige syndrome
2305,m,Melanoma
2306,m,"Melanoma, Malignant"
2307,m,"Melanotic Macule, Oral"
2308,m,MELAS
2309,m,Melasma
2310,m,Meleda Disease
2311,m,Melioidosis
2312,m,Melkersson-Rosenthal syndrome
2313,m,MEMORY LOSS
2314,m,Menarche
2315,m,Menetrier's disease
2316,m,Meninges Cancer
2317,m,Meningioma
2318,m,Meningitis
2319,m,Meningitis In Children
2320,m,"Meningitis, meningococcal"
2321,m,Meningocele
2322,m,Meningococcemia
2323,m,Meningoencephalocele
2324,m,Meningomyelocele
2325,m,Meniscus Tear
2326,m,Menkes Disease
2327,m,Menopause
2328,m,Menorrhagia
2329,m,Menstrual cramp
2330,m,Mental retardation
2331,m,Meralgia Parenthetica
2332,m,Meralgia Paresthetica (Burning Thigh Pain)
2333,m,Merasmus
2334,m,Mercury poisoning
2335,m,Merkel Cell Cancer
2336,m,Mesenteric ischemia
2337,m,Mesentric Lymphadenitis
2338,m,Mesothelioma
2339,m,Metabolic acidosis
2340,m,Metabolic Disorder
2341,m,Metabolic Syndrome
2342,m,Metabolic syndrome X
2343,m,Metachondromatosis
2344,m,Metachromatic Leukodystrophy
2345,m,Metastatic Cancer
2346,m,Metatropic Dwarfism
2347,m,Methaemoglobinaemia
2348,m,Methicillin Resistant Staphylococcus Aureus (MRSA)
2349,m,Methylmalonic acidemia
2350,m,Methylmalonyl-Coenzyme A Mutase Deficiency
2351,m,Mevalonic Aciduria
2352,m,Meyenburg-Altherr-Uehlinger Syndrome
2353,m,Michelin Tire Baby Syndrome
2354,m,Microcephaly
2355,m,"Microcoria, Congenital"
2356,m,Microencephaly
2357,m,Microphthalmia
2358,m,Microscopic Colitis
2359,m,Microscopic Hematuria
2360,m,Microscopic Polyangiitis
2361,m,Microsporidiosis
2362,m,"Microtia, Meatal Atresia And Conductive Deafness"
2363,m,Microvillus Inclusion Disease
2364,m,Migraine
2365,m,Migraine
2366,m,Migraine With Aura
2367,m,Mikulicz Syndrome
2368,m,Mikulicz' Disease
2369,m,Mild Cognitive Impairment
2370,m,Milia
2371,m,Miliaria Rubra
2372,m,milk Allergy
2373,m,Miller Fisher Syndrome
2374,m,Miller-Dieker Syndrome
2375,m,Milliaria
2376,m,Mineral Deficiency
2377,m,Minimal Change Disease
2378,m,Minkowski-Chauffard Disease
2379,m,Mitochondrial Disease
2380,m,Mitochondrial Diseases
2381,m,Mitochondrial Trifunctional Protein Deficiency
2382,m,Mitral Atresia
2383,m,Mitral valve prolapse
2384,m,"Mitral Valve Prolapse, Familial, Autosomal Dominant"
2385,m,"Mitral valve prolapse, familial, x-linked"
2386,m,Mitral Valve Regurgitation
2387,m,Mitral Valve Stenosis
2388,m,Mittelschmerz
2389,m,Mixed connective tissue disease
2390,m,Mobius syndrome
2391,m,Mody Diabetes
2392,m,MODY syndrome
2393,m,Moebius syndrome
2394,m,Moersch Woltmann Syndrome
2395,m,Moeschler Clarren syndrome
2396,m,Mold Allergy
2397,m,"Mole, Atypical"
2398,m,Moles
2399,m,Molluscum contagiosum
2400,m,Mondini dysplasia
2401,m,Mondor's disease
2402,m,Monge's disease
2403,m,Monilethrix
2404,m,Monilla Infection
2405,m,Monkeypox
2406,m,Monoclonal gammopathy of undetermined significance
2407,m,Monomelic Amyotrophy
2408,m,Mononeuritis multiplex
2409,m,Mononucleosis
2410,m,Morning Sickness
2411,m,Morphea
2412,m,"Morquio disease, type A"
2413,m,"Morquio disease, type B"
2414,m,Morquio syndrome
2415,m,Morton's Neuroma
2416,m,Morvan Disease
2417,m,Mother To Baby Infections
2418,m,Motion Sickness
2419,m,Motor neurone disease
2420,m,Motor sensory neuropathy type 1 cutis congenital
2421,m,Mounier-Kuhn syndrome
2422,m,Mount reback syndrome
2423,m,Mouth Cancer
2424,m,Mouth Ulcer
2425,m,Moyamoya disease
2426,m,MPO deficiency
2427,m,MRKH
2428,m,Muckle-wells syndrome
2429,m,"Mucocele, Oral"
2430,m,Mucocutaneous Lymph Node Syndrome
2431,m,Mucopolysaccharidosis
2432,m,Mucopolysaccharidosis type 3
2433,m,Mucopolysaccharidosis type 4
2434,m,Mucopolysaccharidosis type hurler-scheie
2435,m,Mucopolysaccharidosis type I
2436,m,Mucopolysaccharidosis Type I Scheie syndrome
2437,m,Mucopolysaccharidosis type II Hunter syndrome- mild form
2438,m,Mucopolysaccharidosis type II Hunter syndrome- severe form
2439,m,Mucopolysaccharidosis type IV
2440,m,"Mucopolysaccharidosis type VI Maroteaux-Lamy - severe, intermediate"
2441,m,Mucopolysaccharidosis type VII
2442,m,Mucormycosis
2443,m,Mulibrey nanism syndrome
2444,m,Mullerian agenesis
2445,m,Multi-Infarct Dementia
2446,m,Multifocal ventricular premature beats
2447,m,Multiple chemical sensitivity
2448,m,Multiple endocrine neoplasia type 1
2449,m,Multiple endocrine neoplasia type 2
2450,m,Multiple Hereditary exostoses
2451,m,Multiple myeloma
2452,m,Multiple organ failure
2453,m,Multiple Personality Disorder
2454,m,Multiple sclerosis
2455,m,Multiple system atrophy
2456,m,Mumps
2457,m,Munchausen syndrome
2458,m,Murray Valley Encephalitis
2459,m,Muscle Contraction Headache
2460,m,Muscle Cramp
2461,m,Muscle Dysmorphia
2462,m,Muscle Strain
2463,m,Muscular dystrophy
2464,m,"Muscular dystrophy, Duchenne and Becker type"
2465,m,"Muscular dystrophy, facioscapulohumeral"
2466,m,Myalgic encephalomyelitis
2467,m,Myasthenia gravis
2468,m,Myasthenia gravis congenital
2469,m,Mycetoma
2470,m,Mycobacterium Avium Complex
2471,m,Mycoplasma Pneumoniae
2472,m,Mycoplasmal Pneumonia
2473,m,Mycosis Fungoides
2474,m,Mycosis Fungoides Lymphoma
2475,m,Myelitis
2476,m,Myelodysplasia
2477,m,Myelodysplastic Syndromes
2478,m,Myelofibrosis
2479,m,Myeloma
2480,m,Myelomeningocele
2481,m,Myeloperoxidase Deficiency
2482,m,Myiasis
2483,m,Myoadenylate Deaminase Deficiency
2484,m,Myocardial Infarction
2485,m,Myocarditis
2486,m,Myoclonus
2487,m,Myoclonus Epilepsy
2488,m,Myofacial Pain Syndrome
2489,m,Myoglobinuria
2490,m,Myomas
2491,m,Myopathy
2492,m,"Myopathy, Myotubular"
2493,m,Myopathy-Centronuclear
2494,m,Myopia
2495,m,Myopia-Severe
2496,m,Myositis
2497,m,Myositis Ossificans
2498,m,Myositis Ossificans Progressiva
2499,m,Myotonic Dystrophy
2500,m,Myotubular Myopathy
2501,m,Myxedema
2502,m,Myxoid Cyst
2503,m,Myxozoa
2504,n,Naegeli Syndrome
2505,n,Naegleria
2506,n,Naegleria Infection
2507,n,Nail Avulsion
2508,n,Nail Fungus
2509,n,Nail-Patella Syndrome
2510,n,Nappy Rash
2511,n,Narcissistic Personality Disorder
2512,n,Narcolepsy
2513,n,Narcolepsy-Cataplexy
2514,n,Nasal Polyps
2515,n,Nasopharyngeal Cancer
2516,n,Nasopharyngeal Carcinoma
2517,n,Naxos Disease
2518,n,Nearsightedness
2519,n,Neck Cancer
2520,n,Neck Pain
2521,n,Necrotizing Fasciitis
2522,n,Neisseria Meningitidis
2523,n,Nelson Syndrome
2524,n,Nemaline Myopathy
2525,n,Neonatal ALD
2526,n,Neonatal Hemochromatosis
2527,n,Neonatal Hepatitis
2528,n,Neonatal Herpes
2529,n,Neonatal Jaundice
2530,n,Neonatal Lupus
2531,n,Neonatal Myasthenia
2532,n,Neonatal Ophthalmitis
2533,n,Neonatal Respiratory Distress Syndrome
2534,n,Neonatal Tetanus
2535,n,Neonatal Transient Jaundice
2536,n,Nephritis
2537,n,Nephroblastoma
2538,n,Nephrocalcinosis
2539,n,Nephrogenic Diabetes Insipidus
2540,n,Nephropathy
2541,n,Nephrosclerosis
2542,n,Nephrotic Syndrome
2543,n,Nerve Cancer
2544,n,Nervous Breakdown
2545,n,"Nervous System, Paraneoplastic Syndromes"
2546,n,"Neural tube defect, folate-sensitive"
2547,n,neuralgia
2548,n,"Neuralgia, Postherpetic"
2549,n,Neuraminidase Deficiency
2550,n,Neurasthenia
2551,n,neuritis
2552,n,Neuroacanthocytosis
2553,n,Neuroblastoma
2554,n,neurocysticercosis
2555,n,Neurodermatitis
2556,n,Neuroendocrime Carcinoma Of The Skin
2557,n,Neuroendocrine Cancer
2558,n,Neurofibrillary Tangles
2559,n,Neurofibroma
2560,n,Neurofibromatosis
2561,n,Neurofibromatosis Type 2
2562,n,Neurogenic Bladder
2563,n,Neurogenic bladder
2564,n,Neuroleptic Malignant Syndrome
2565,n,neuroma
2566,n,"Neuroma, Plantar"
2567,n,Neuropathic Pain
2568,n,neuropathy
2569,n,neurosis
2570,n,Neurotoxic Shellfish Poisoning
2571,n,Neurotoxicity Syndromes
2572,n,Neutropenia
2573,n,Nevi
2574,n,Nevoid Basal Cell Carcinoma Syndrome
2575,n,nevus
2576,n,"Nevus, Congenital Melanocytic"
2577,n,Nezelof's Syndrome
2578,n,Niacin Overdose
2579,n,Nicholas Favre Disease
2580,n,Nickel Allergy
2581,n,"Nicotine, Dependence"
2582,n,Niemann-Pick C1 Disease
2583,n,Niemann-Pick C2 Disease
2584,n,Niemann-Pick Disease
2585,n,Niemann-Pick Disease Type C
2586,n,Night Blindness
2587,n,Night Sweats
2588,n,Night Terrors
2589,n,Nijmegen Breakage Syndrome
2590,n,Nil Disease
2591,n,Nocardiosis
2592,n,Nocturia
2593,n,Nocturnal Enuresis
2594,n,"Nodules, Thyroid"
2595,n,Noise Induced Deafness
2596,n,Noma
2597,n,Non-Hodgkin Lymphoma
2598,n,Non-ketotic Hyperglycinemia
2599,n,Non-Small Cell Lung Cancer
2600,n,Non-Specific Urethritis
2601,n,Nonalcoholic Fatty Liver Disease
2602,n,Nonalcoholic Steatohepatitis
2603,n,Nonallergic Rhinitis
2604,n,Nonischemic Priapism
2605,n,Nontropical Sprue
2606,n,Nonulcer Stomach Pain
2607,n,Noonan Syndrome
2608,n,Normal Pressure Hydrocephalus
2609,n,Norovirus Infections
2610,n,Norrie Disease
2611,n,Nose Foreign Body
2612,n,Nose Inflammation
2613,n,Nosebleeds
2614,n,Nummular Eczema
2615,n,Nut Hypersensitivity
2616,n,Nyctophobia
2617,n,Nymphomania
2618,n,Nystagmus
2619,o,Obesity
2620,o,Obesity In Children
2621,o,Obsessive-Compulsive Disorder
2622,o,Obstetric Fistula
2623,o,Obstipation
2624,o,Obstructive Sleep Apnea
2625,o,Occipital Horn Syndrome
2626,o,Occipital Neuralgia
2627,o,Occupational Asthma
2628,o,OCD
2629,o,Ochoa Syndrome
2630,o,Ochronosis
2631,o,Ocular Albinism
2632,o,Ocular Herpes
2633,o,Ocular Histoplasmosis Syndrome
2634,o,Ocular Melanoma
2635,o,Ocular Motility Disorders
2636,o,Ocular Toxoplasmosis
2637,o,Oculo Dento Digital Dysplasia
2638,o,Oculo-Dento-Digital Syndrome
2639,o,Oculocerebrorenal Syndrome
2640,o,Oculocutaneous Albinism Type 1
2641,o,Oculocutaneous Albinism Type 2
2642,o,Oculocutaneous Albinism Type 3
2643,o,"Oculocutaneous Albinism, Tyrosinase Positive"
2644,o,Oculomelic Amyoplasia
2645,o,Oculopharyngeal Muscular Dystrophy
2646,o,Odontoma
2647,o,Odontophobia
2648,o,Odynophobia
2649,o,Oedema
2650,o,Ogilvie's Syndrome
2651,o,Ohtahara Syndrome
2652,o,Oikophobia
2653,o,Olfactophobia
2654,o,Oligodendroglioma
2655,o,Oligohydramnios
2656,o,Oligospermia
2657,o,Olivopontocerebellar Atrophy
2658,o,Ollier Disease
2659,o,Omenn Syndrome
2660,o,Omsk Hemorrhagic Fever
2661,o,Onchocerciasis
2662,o,Oncocytoma
2663,o,Ondine's Curse
2664,o,Oneirophobia
2665,o,Onychogryphosis
2666,o,Onychomycosis
2667,o,Oophoritis
2668,o,Open-Angle Glaucoma
2669,o,Ophthalmitis
